rouge1,rouge2,rougeL,bleu,bert_precision,bert_recall,bert_f1
0.4351337057930136,0.11551216169921205,0.21375976350618356,0.05006868507259316,0.7961128950119019,0.8322527408599854,0.8137803077697754
